0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:05:47 -0400] "GET /juddiv3/admin/js/bootstrap-datetimepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:05:47 -0400] "GET /juddiv3/admin/js/jquery.jeditable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:05:47 -0400] "GET /juddiv3/admin/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:05:47 -0400] "GET /juddiv3/admin/js/jquery-ui-1.10.2.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:05:47 -0400] "GET /juddiv3/admin/js/bootstrap-modal.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:05:47 -0400] "GET /juddiv3/admin/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:05:47 -0400] "GET /juddiv3/admin/css/bootstrap-timepicker.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:05:47 -0400] "GET /juddiv3/admin/img/bigrollergreen.gif HTTP/1.1" 200 4176
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:05:47 -0400] "GET /juddiv3/admin/img/logo2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:05:48 -0400] "GET /juddiv3/admin/mbeans.jsp HTTP/1.1" 200 11197
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/admin.jsp HTTP/1.1" 200 40329
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/css/bootstrap-modal.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/css/ui-lightness/jquery-ui-1.10.2.custom.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/css/bootstrap-responsive.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/js/i18n.js.jsp HTTP/1.1" 200 3063
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/js/bootstrap-datetimepicker.min.js HTTP/1.1" 304 -
